Goles en el partido,Crónica,Fecha,Local,goles_local,Otros,goles_visitante,id_partido,resultado_local
16.0,339,2015-07-22,Pesca,8.0,Dealers,8.0,2015-07-22,E
31.0,340,2015-07-29,Pesca,11.0,Dealers,20.0,2015-07-29,P
17.0,341,2015-08-05,Pesca,12.0,Dealers,5.0,2015-08-05,G
14.0,342,2015-08-26,Pesca,7.0,Dealers,7.0,2015-08-26,E
21.0,343,2015-09-02,Pesca,9.0,Dealers,12.0,2015-09-02,P
27.0,344,2015-09-09,Pesca,17.0,Dealers,10.0,2015-09-09,G
14.0,345,2015-09-16,Pesca,7.0,Dealers,7.0,2015-09-16,E
18.0,346,2015-09-23,Pesca,10.0,Dealers,8.0,2015-09-23,G
20.0,347,2015-09-30,Pesca,10.0,Dealers,10.0,2015-09-30,E
22.0,348,2015-10-07,Pesca,12.0,Dealers,10.0,2015-10-07,G
25.0,349,2015-10-14,Pesca,12.0,Dealers,13.0,2015-10-14,P
16.0,350,2015-10-21,Pesca,6.0,Dealers,10.0,2015-10-21,P
16.0,351,2015-10-28,Pesca,8.0,Dealers,8.0,2015-10-28,E
22.0,352,2015-11-04,Pesca,11.0,Dealers,11.0,2015-11-04,E
31.0,353,2015-11-11,Pesca,17.0,Dealers,14.0,2015-11-11,G
22.0,354,2015-11-18,Pesca,9.0,Dealers,13.0,2015-11-18,P
24.0,355,2015-11-25,Pesca,14.0,Dealers,10.0,2015-11-25,G
25.0,356,2015-12-02,Pesca,16.0,Dealers,9.0,2015-12-02,G
23.0,357,2015-12-09,Pesca,14.0,Dealers,9.0,2015-12-09,G
27.0,358,2015-12-16,Pesca,14.0,Dealers,13.0,2015-12-16,G
23.0,359,2015-12-23,Pesca,7.0,Dealers,16.0,2015-12-23,P
30.0,360,2015-12-30,Pesca,19.0,Dealers,11.0,2015-12-30,G
26.0,,2016-01-06,Pesca,13.0,Dealers,13.0,2016-01-06,E
24.0,,2016-01-13,Pesca,13.0,Dealers,11.0,2016-01-13,G
24.0,361,2016-01-20,Pesca,12.0,Dealers,12.0,2016-01-20,E
22.0,362,2016-01-27,Pesca,18.0,Dealers,4.0,2016-01-27,G
28.0,,2016-02-03,Pesca,18.0,Dealers,10.0,2016-02-03,G
18.0,,2016-02-24,Pesca,8.0,Dealers,10.0,2016-02-24,P
14.0,,2016-03-02,Pesca,5.0,Dealers,9.0,2016-03-02,P
23.0,,2016-03-09,Pesca,13.0,Dealers,10.0,2016-03-09,G
18.0,363,2016-03-16,Pesca,11.0,Dealers,7.0,2016-03-16,G
30.0,364,2016-03-23,Pesca,14.0,Dealers,16.0,2016-03-23,P
19.0,365,2016-03-30,Pesca,8.0,Dealers,11.0,2016-03-30,P
18.0,366,2016-04-06,Pesca,10.0,Dealers,8.0,2016-04-06,G
22.0,367,2016-04-13,Pesca,12.0,Dealers,10.0,2016-04-13,G
21.0,368,2016-04-20,Pesca,13.0,Dealers,8.0,2016-04-20,G
23.0,369,2016-04-27,Pesca,10.0,Dealers,13.0,2016-04-27,P
24.0,370,2016-05-04,Pesca,12.0,Dealers,12.0,2016-05-04,E
16.0,371,2016-05-11,Pesca,9.0,Dealers,7.0,2016-05-11,G
26.0,372,2016-05-18,Pesca,14.0,Dealers,12.0,2016-05-18,G
22.0,373,2016-05-25,Pesca,8.0,Dealers,14.0,2016-05-25,P
22.0,374,2016-06-01,Pesca,10.0,Dealers,12.0,2016-06-01,P
26.0,375,2016-06-08,Pesca,13.0,Dealers,13.0,2016-06-08,E
19.0,376,2016-06-15,Pesca,11.0,Dealers,8.0,2016-06-15,G
15.0,377,2016-06-22,Pesca,7.0,Dealers,8.0,2016-06-22,P
23.0,378,2016-06-29,Pesca,14.0,Dealers,9.0,2016-06-29,G
17.0,,2016-07-06,Pesca,10.0,Dealers,7.0,2016-07-06,G
33.0,379,2016-07-13,Pesca,16.0,Dealers,17.0,2016-07-13,P
20.0,380,2016-07-20,Pesca,14.0,Dealers,6.0,2016-07-20,G
24.0,,2016-07-27,Pesca,11.0,Dealers,13.0,2016-07-27,P
24.0,,2016-08-03,Pesca,11.0,Dealers,13.0,2016-08-03,P
21.0,,2016-08-10,Pesca,9.0,Dealers,12.0,2016-08-10,P
19.0,381,2016-08-24,Pesca,11.0,Dealers,8.0,2016-08-24,G
30.0,382,2016-09-07,Pesca,14.0,Dealers,16.0,2016-09-07,P
24.0,383,2016-09-14,Pesca,15.0,Dealers,9.0,2016-09-14,G
15.0,384,2016-09-21,Pesca,12.0,Dealers,3.0,2016-09-21,G
34.0,385,2016-09-28,Pesca,23.0,Dealers,11.0,2016-09-28,G
16.0,386,2016-10-05,Pesca,12.0,Dealers,4.0,2016-10-05,G
21.0,387,2016-10-12,Pesca,10.0,Dealers,11.0,2016-10-12,P
19.0,388,2016-10-19,Pesca,6.0,Dealers,13.0,2016-10-19,P
23.0,389,2016-10-26,Pesca,13.0,Dealers,10.0,2016-10-26,G
28.0,390,2016-11-02,Pesca,9.0,Dealers,19.0,2016-11-02,P
18.0,391,2016-11-09,Pesca,5.0,Dealers,13.0,2016-11-09,P
22.0,392,2016-11-16,Pesca,8.0,Dealers,14.0,2016-11-16,P
23.0,393,2016-11-23,Pesca,14.0,Dealers,9.0,2016-11-23,G
17.0,394,2016-11-30,Pesca,11.0,Dealers,6.0,2016-11-30,G
18.0,395,2016-12-14,Pesca,8.0,Dealers,10.0,2016-12-14,P
29.0,396,2016-12-21,Pesca,11.0,Dealers,18.0,2016-12-21,P
29.0,397,2016-12-28,Pesca,15.0,Dealers,14.0,2016-12-28,G
27.0,,2017-01-04,Pesca,14.0,Dealers,13.0,2017-01-04,G
20.0,,2017-01-11,Pesca,15.0,Dealers,5.0,2017-01-11,G
30.0,,2017-02-08,Pesca,15.0,Dealers,15.0,2017-02-08,E
27.0,,2017-02-15,Pesca,15.0,Dealers,12.0,2017-02-15,G
39.0,,2017-03-01,Pesca,19.0,Dealers,20.0,2017-03-01,P
24.0,,2017-03-08,Pesca,11.0,Dealers,13.0,2017-03-08,P
25.0,,2017-03-15,Pesca,12.0,Dealers,13.0,2017-03-15,P
28.0,,2017-03-22,Pesca,16.0,Dealers,12.0,2017-03-22,G
24.0,,2017-03-29,Pesca,15.0,Dealers,9.0,2017-03-29,G
13.0,,2017-04-05,Pesca,6.0,Dealers,7.0,2017-04-05,P
17.0,,2017-04-12,Pesca,9.0,Dealers,8.0,2017-04-12,G
17.0,399,2017-04-19,Pesca,7.0,Dealers,10.0,2017-04-19,P
16.0,400,2017-04-26,Pesca,7.0,Dealers,9.0,2017-04-26,P
16.0,401,2017-05-03,Pesca,9.0,Dealers,7.0,2017-05-03,G
16.0,402,2017-05-10,Pesca,7.0,Dealers,9.0,2017-05-10,P
25.0,403,2017-05-17,Pesca,11.0,Dealers,14.0,2017-05-17,P
12.0,404,2017-05-24,Pesca,6.0,Dealers,6.0,2017-05-24,E
30.0,405,2017-05-31,Pesca,16.0,Dealers,14.0,2017-05-31,G
15.0,406,2017-06-07,Pesca,8.0,Dealers,7.0,2017-06-07,G
26.0,407,2017-06-14,Pesca,17.0,Dealers,9.0,2017-06-14,G
17.0,408,2017-06-21,Pesca,13.0,Dealers,4.0,2017-06-21,G
20.0,409,2017-06-28,Pesca,8.0,Dealers,12.0,2017-06-28,P
12.0,410,2017-07-05,Pesca,6.0,Dealers,6.0,2017-07-05,E
0.0,411,2017-07-12,NO SE JUGO POR HUMEDAD,,,,2017-07-12,E
23.0,412,2017-07-19,Pesca,16.0,Dealers,7.0,2017-07-19,G
25.0,413,2017-07-26,Pesca,14.0,Dealers,11.0,2017-07-26,G
18.0,414,2017-08-02,Pesca,10.0,Dealers,8.0,2017-08-02,G
21.0,415,2017-08-09,Pesca,11.0,Dealers,10.0,2017-08-09,G
28.0,416,2017-08-16,Pesca,10.0,Dealers,18.0,2017-08-16,P
19.0,417,2017-08-30,Pesca,10.0,Dealers,9.0,2017-08-30,G
24.0,418,2017-09-06,Pesca,7.0,Dealers,17.0,2017-09-06,P
18.0,419,2017-09-13,Pesca,9.0,Dealers,9.0,2017-09-13,E
35.0,420,2017-09-20,Pesca,18.0,Dealers,17.0,2017-09-20,G
24.0,421,2017-09-27,Pesca,13.0,Dealers,11.0,2017-09-27,G
25.0,422,2017-10-04,Pesca,11.0,Dealers,14.0,2017-10-04,P
24.0,423,2017-10-11,Pesca,13.0,Dealers,11.0,2017-10-11,G
18.0,424,2017-10-18,Pesca,9.0,Dealers,9.0,2017-10-18,E
21.0,425,2017-10-25,Pesca,14.0,Dealers,7.0,2017-10-25,G
24.0,426,2017-11-01,Pesca,11.0,Dealers,13.0,2017-11-01,P
20.0,427,2017-11-08,Pesca,12.0,Dealers,8.0,2017-11-08,G
29.0,428,2017-11-15,Pesca,11.0,Dealers,18.0,2017-11-15,P
24.0,429,2017-11-22,Pesca,12.0,Dealers,12.0,2017-11-22,E
27.0,430,2017-11-29,Pesca,12.0,Dealers,15.0,2017-11-29,P
16.0,431,2017-12-06,Pesca,7.0,Dealers,9.0,2017-12-06,P
21.0,432,2017-12-21,Pesca,9.0,Dealers,12.0,2017-12-21,P
27.0,433,2017-12-27,Pesca,17.0,Dealers,10.0,2017-12-27,G
28.0,434,2018-01-03,Pesca,18.0,Dealers,10.0,2018-01-03,G
33.0,,2018-01-10,Pesca,13.0,Dealers,20.0,2018-01-10,P
29.0,,2018-01-17,Pesca,13.0,Dealers,16.0,2018-01-17,P
16.0,,2018-01-24,Pesca,9.0,Dealers,7.0,2018-01-24,G
21.0,,2018-01-31,Pesca,12.0,Dealers,9.0,2018-01-31,G
26.0,435,2018-02-07,Pesca,15.0,Dealers,11.0,2018-02-07,G
39.0,436,2018-02-14,Pesca,19.0,Dealers,20.0,2018-02-14,P
21.0,437,2018-02-21,Pesca,13.0,Dealers,8.0,2018-02-21,G
40.0,438,2018-02-28,Pesca,16.0,Dealers,24.0,2018-02-28,P
17.0,439,2018-03-07,Pesca,6.0,Dealers,11.0,2018-03-07,P
28.0,440,2018-03-14,Pesca,14.0,Dealers,14.0,2018-03-14,E
21.0,441,2018-03-21,Pesca,10.0,Dealers,11.0,2018-03-21,P
24.0,442,2018-03-28,Pesca,11.0,Dealers,13.0,2018-03-28,P
25.0,443,2018-04-11,Pesca,12.0,Dealers,13.0,2018-04-11,P
17.0,444,2018-04-18,Pesca,9.0,Dealers,8.0,2018-04-18,G
19.0,445,2018-04-25,Pesca,8.0,Dealers,11.0,2018-04-25,P
21.0,446,2018-05-02,Pesca,9.0,Dealers,12.0,2018-05-02,P
23.0,,2018-05-09,Pesca,11.0,Dealers,12.0,2018-05-09,P
23.0,447,2018-05-16,Pesca,12.0,Dealers,11.0,2018-05-16,G
27.0,448,2018-05-23,Pesca,13.0,Dealers,14.0,2018-05-23,P
11.0,449,2018-05-30,Pesca,6.0,Dealers,5.0,2018-05-30,G
19.0,450,2018-06-13,Pesca,6.0,Dealers,13.0,2018-06-13,P
16.0,451,2018-06-27,Pesca,7.0,Dealers,9.0,2018-06-27,P
18.0,452,2018-07-04,Pesca,9.0,Dealers,9.0,2018-07-04,E
13.0,453,2018-07-11,Pesca,5.0,Dealers,8.0,2018-07-11,P
12.0,454,2018-07-25,Pesca,7.0,Dealers,5.0,2018-07-25,G
16.0,455,2018-08-01,Pesca,7.0,Dealers,9.0,2018-08-01,P
16.0,456,2018-08-08,Pesca,8.0,Dealers,8.0,2018-08-08,E
25.0,457,2018-08-15,Pesca,14.0,Dealers,11.0,2018-08-15,G
27.0,458,2018-08-22,Pesca,11.0,Dealers,16.0,2018-08-22,P
27.0,459,2018-08-29,Pesca,15.0,Dealers,12.0,2018-08-29,G
17.0,460,2018-09-05,Pesca,8.0,Dealers,9.0,2018-09-05,P
17.0,461,2018-09-12,Pesca,9.0,Dealers,8.0,2018-09-12,G
19.0,462,2018-09-19,Pesca,8.0,Dealers,11.0,2018-09-19,P
27.0,463,2018-09-26,Pesca,11.0,Dealers,16.0,2018-09-26,P
37.0,464,2018-10-03,Pesca,26.0,Dealers,11.0,2018-10-03,G
14.0,465,2018-10-10,Pesca,8.0,Dealers,6.0,2018-10-10,G
16.0,466,2018-10-17,Pesca,9.0,Dealers,7.0,2018-10-17,G
17.0,467,2018-10-24,Pesca,7.0,Dealers,10.0,2018-10-24,P
21.0,468,2018-10-31,Pesca,10.0,Dealers,11.0,2018-10-31,P
18.0,469,2018-11-07,Pesca,11.0,Dealers,7.0,2018-11-07,G
20.0,470,2018-11-14,Pesca,10.0,Dealers,10.0,2018-11-14,E
16.0,471,2018-11-21,Pesca,9.0,Dealers,7.0,2018-11-21,G
24.0,472,2018-11-28,Pesca,10.0,Dealers,14.0,2018-11-28,P
21.0,473,2018-12-05,Pesca,11.0,Dealers,10.0,2018-12-05,G
24.0,474,2018-12-12,Pesca,12.0,Dealers,12.0,2018-12-12,E
18.0,475,2018-12-26,Pesca,7.0,Dealers,11.0,2018-12-26,P
31.0,476,2019-01-02,Pesca,17.0,Dealers,14.0,2019-01-02,G
17.0,477,2019-01-09,Pesca,8.0,Dealers,9.0,2019-01-09,P
26.0,478,2019-01-16,Pesca,13.0,Dealers,13.0,2019-01-16,E
15.0,479,2019-01-23,Pesca,7.0,Dealers,8.0,2019-01-23,P
14.0,,2019-01-30,Pesca,8.0,Dealers,6.0,2019-01-30,G
22.0,480,2019-02-06,Pesca,11.0,Dealers,11.0,2019-02-06,E
20.0,481,2019-02-13,Pesca,7.0,Dealers,13.0,2019-02-13,P
30.0,482,2019-02-20,Pesca,13.0,Dealers,17.0,2019-02-20,P
17.0,483,2019-02-27,Pesca,7.0,Dealers,10.0,2019-02-27,P
20.0,484,2019-03-06,Pesca,11.0,Dealers,9.0,2019-03-06,G
21.0,485,2019-03-13,Pesca,10.0,Dealers,11.0,2019-03-13,P
13.0,486,2019-03-20,Pesca,6.0,Dealers,7.0,2019-03-20,P
27.0,487,2019-03-27,Futmiercoles,14.0,Resto,13.0,2019-03-27,G
30.0,488,2019-04-03,Pesca,14.0,Dealers,16.0,2019-04-03,P
29.0,489,2019-04-10,Pesca,16.0,Dealers,13.0,2019-04-10,G
23.0,,2019-04-17,Pesca,12.0,Dealers,11.0,2019-04-17,G
21.0,490,2019-04-24,Pesca,10.0,Dealers,11.0,2019-04-24,P
26.0,491,2019-05-08,Pesca,11.0,Dealers,15.0,2019-05-08,P
30.0,492,2019-05-15,Pesca,14.0,Dealers,16.0,2019-05-15,P
23.0,493,2019-05-22,Pesca,12.0,Dealers,11.0,2019-05-22,G
15.0,494,2019-05-29,Pesca,7.0,Dealers,8.0,2019-05-29,P
21.0,495,2019-06-05,Pesca,11.0,Dealers,10.0,2019-06-05,G
27.0,496,2019-06-12,Pesca,14.0,Dealers,13.0,2019-06-12,G
18.0,497,2019-06-26,Pesca,8.0,Dealers,10.0,2019-06-26,P
20.0,498,2019-07-10,Pesca,9.0,Dealers,11.0,2019-07-10,P
30.0,500,2019-07-17,Pesca,19.0,Dealers,11.0,2019-07-17,G
31.0,501,2019-07-31,Pesca,16.0,Dealers,15.0,2019-07-31,G
29.0,502,2019-08-07,Pesca,15.0,Dealers,14.0,2019-08-07,G
22.0,503,2019-08-14,Pesca,14.0,Dealers,8.0,2019-08-14,G
34.0,504,2019-08-21,Pesca,10.0,Dealers,24.0,2019-08-21,P
26.0,505,2019-08-28,Pesca,13.0,Dealers,13.0,2019-08-28,E
21.0,,2019-09-04,Pesca,11.0,Dealers,10.0,2019-09-04,G
18.0,506,2019-09-11,Pesca,9.0,Dealers,9.0,2019-09-11,E
22.0,507,2019-09-18,Pesca,12.0,Dealers,10.0,2019-09-18,G
11.0,,2019-09-25,Pesca,8.0,Dealers,3.0,2019-09-25,G
16.0,508,2019-10-02,Pesca,8.0,Dealers,8.0,2019-10-02,E
37.0,509,2019-10-09,Pesca,16.0,Dealers,21.0,2019-10-09,P
18.0,510,2019-10-16,Pesca,11.0,Dealers,7.0,2019-10-16,G
23.0,511,2019-10-23,Pesca,13.0,Dealers,10.0,2019-10-23,G
18.0,512,2019-11-06,Pesca,7.0,Dealers,11.0,2019-11-06,P
27.0,513,2019-11-13,Pesca,17.0,Dealers,10.0,2019-11-13,G
26.0,514,2019-11-20,Pesca,15.0,Dealers,11.0,2019-11-20,G
22.0,515,2019-11-27,Pesca,8.0,Dealers,14.0,2019-11-27,P
21.0,516,2019-12-04,Pesca,10.0,Dealers,11.0,2019-12-04,P
33.0,517,2019-12-11,Pesca,18.0,Dealers,15.0,2019-12-11,G
26.0,518,2019-12-18,Pesca,12.0,Dealers,14.0,2019-12-18,P
21.0,,2020-01-08,Pesca,9.0,Dealers,12.0,2020-01-08,P
16.0,,2020-01-15,Pesca,8.0,Dealers,8.0,2020-01-15,E
18.0,,2020-01-22,Pesca,10.0,Dealers,8.0,2020-01-22,G
29.0,,2020-01-29,Pesca,20.0,Dealers,9.0,2020-01-29,G
15.0,519,2020-02-12,Pesca,6.0,Dealers,9.0,2020-02-12,P
20.0,520,2020-02-19,Pesca,8.0,Dealers,12.0,2020-02-19,P
21.0,521,2020-02-26,Pesca,11.0,Dealers,10.0,2020-02-26,G
13.0,522,2020-03-04,Pesca,7.0,Dealers,6.0,2020-03-04,G
3.0,523,2020-11-18,Pesca,2.0,Dealers,1.0,2020-11-18,G
18.0,524,2020-11-25,Pesca,9.0,Dealers,9.0,2020-11-25,E
17.0,525,2020-12-09,Pesca,10.0,Dealers,7.0,2020-12-09,G
25.0,526,2020-12-16,Pesca,13.0,Dealers,12.0,2020-12-16,G
34.0,527,2020-12-23,Pesca,21.0,Dealers,13.0,2020-12-23,G
27.0,528,2020-12-30,Pesca,10.0,Dealers,17.0,2020-12-30,P
33.0,529,2021-01-06,Pesca,17.0,Dealers,16.0,2021-01-06,G
29.0,530,2021-01-20,Pesca,9.0,Dealers,20.0,2021-01-20,P
14.0,531,2021-01-27,Pesca,5.0,Dealers,9.0,2021-01-27,P
21.0,532,2021-02-03,Pesca,15.0,Dealers,6.0,2021-02-03,G
16.0,533,2021-02-10,Pesca,8.0,Dealers,8.0,2021-02-10,E
19.0,534,2021-02-24,Pesca,10.0,Dealers,9.0,2021-02-24,G
24.0,535,2021-03-03,Pesca,11.0,Dealers,13.0,2021-03-03,P
17.0,536,2021-03-10,Pesca,12.0,Dealers,5.0,2021-03-10,G
28.0,537,2021-03-17,Pesca,14.0,Dealers,14.0,2021-03-17,E
20.0,538,2021-03-24,Pesca,10.0,Dealers,10.0,2021-03-24,E
9.0,539,2021-03-31,Pesca,4.0,Dealers,5.0,2021-03-31,P
18.0,540,2021-04-07,Pesca,13.0,Dealers,5.0,2021-04-07,G
25.0,,2021-08-04,Pesca,8.0,Dealers,17.0,2021-08-04,P
13.0,,2021-08-11,Pesca,6.0,Dealers,7.0,2021-08-11,P
22.0,,2021-08-18,Pesca,13.0,Dealers,9.0,2021-08-18,G
20.0,541,2021-08-25,Pesca,6.0,Dealers,14.0,2021-08-25,P
15.0,,2021-09-01,Pesca,8.0,Dealers,7.0,2021-09-01,G
19.0,,2021-09-15,Pesca,6.0,Dealers,13.0,2021-09-15,P
14.0,,2021-09-22,Pesca,1.0,Dealers,13.0,2021-09-22,P
23.0,542,2021-09-29,Pesca,10.0,Dealers,13.0,2021-09-29,P
18.0,543,2021-10-06,Pesca,6.0,Dealers,12.0,2021-10-06,P
16.0,544,2021-10-13,Pesca,6.0,Dealers,10.0,2021-10-13,P
23.0,545,2021-10-20,Pesca,13.0,Dealers,10.0,2021-10-20,G
24.0,546,2021-10-27,Pesca,10.0,Dealers,14.0,2021-10-27,P
17.0,547,2021-11-03,Pesca,6.0,Dealers,11.0,2021-11-03,P
15.0,548,2021-11-10,Pesca,5.0,Dealers,10.0,2021-11-10,P
18.0,549,2021-11-17,Pesca,11.0,Dealers,7.0,2021-11-17,G
21.0,550,2021-11-24,Pesca,8.0,Dealers,13.0,2021-11-24,P
14.0,551,2021-12-01,Pesca,8.0,Dealers,6.0,2021-12-01,G
21.0,552,2021-12-15,Pesca,12.0,Dealers,9.0,2021-12-15,G
17.0,,2021-12-22,Pesca,6.0,Dealers,11.0,2021-12-22,P
21.0,553,2022-01-05,Pesca,13.0,Dealers,8.0,2022-01-05,G
24.0,,2022-01-12,Pesca,13.0,Dealers,11.0,2022-01-12,G
22.0,554,2022-01-19,Pesca,9.0,Dealers,13.0,2022-01-19,P
27.0,,2022-01-26,Pesca,14.0,Dealers,13.0,2022-01-26,G
18.0,,2022-02-02,Pesca,7.0,Dealers,11.0,2022-02-02,P
11.0,,2022-02-09,Pesca,6.0,Dealers,5.0,2022-02-09,G
20.0,555,2022-02-16,Pesca,12.0,Dealers,8.0,2022-02-16,G
22.0,556,2022-02-23,Pesca,8.0,Dealers,14.0,2022-02-23,P
14.0,557,2022-03-02,Pesca,7.0,Dealers,7.0,2022-03-02,E
18.0,558,2022-03-09,Pesca,6.0,Dealers,12.0,2022-03-09,P
26.0,559,2022-03-16,Pesca,11.0,Dealers,15.0,2022-03-16,P
10.0,560,2022-03-23,Pesca,7.0,Dealers,3.0,2022-03-23,G
13.0,561,2022-03-30,Pesca,6.0,Dealers,7.0,2022-03-30,P
18.0,562,2022-04-06,Pesca,11.0,Dealers,7.0,2022-04-06,G
27.0,563,2022-04-20,Pesca,6.0,Dealers,21.0,2022-04-20,P
21.0,564,2022-04-27,Pesca,6.0,Biólogos,15.0,2022-04-27,P
22.0,565,2022-05-04,Pesca,9.0,Biólogos,13.0,2022-05-04,P
15.0,566,2022-05-11,Pesca,9.0,Biólogos,6.0,2022-05-11,G
11.0,,2022-05-18,Pesca,6.0,Biólogos,5.0,2022-05-18,G
23.0,567,2022-05-25,Pesca,15.0,Biólogos,8.0,2022-05-25,G
15.0,568,2022-06-01,Pesca,4.0,Biólogos,11.0,2022-06-01,P
19.0,569,2022-06-15,Pesca,11.0,Biólogos,8.0,2022-06-15,G
11.0,570,2022-06-22,Pesca,5.0,Biólogos,6.0,2022-06-22,P
25.0,No hubo,2022-06-29,Pesca,13.0,Biólogos,12.0,2022-06-29,G
20.0,571,2022-07-13,Pesca,8.0,Biólogos,12.0,2022-07-13,P
18.0,572,2022-07-20,Pesca,6.0,Biólogos,12.0,2022-07-20,P
19.0,573,2022-07-27,Pesca,7.0,Biólogos,12.0,2022-07-27,P
21.0,574,2022-08-03,Pesca,6.0,Biólogos,15.0,2022-08-03,P
21.0,575,2022-08-10,Pesca,9.0,Biólogos,12.0,2022-08-10,P
20.0,576,2022-08-17,Pesca,9.0,Biólogos,11.0,2022-08-17,P
22.0,577,2022-08-24,Pesca,9.0,Biólogos,13.0,2022-08-24,P
17.0,578,2022-09-07,Pesca,10.0,Biólogos,7.0,2022-09-07,G
15.0,579,2022-09-14,Pesca,10.0,Biólogos,5.0,2022-09-14,G
31.0,580,2022-09-21,Pesca,12.0,Biólogos,19.0,2022-09-21,P
21.0,581,2022-09-28,Pesca,9.0,Biólogos,12.0,2022-09-28,P
26.0,582,2022-10-05,Pesca,14.0,Biólogos,12.0,2022-10-05,G
19.0,583,2022-10-12,Pesca,13.0,Biólogos,6.0,2022-10-12,G
14.0,584,2022-10-19,Pesca,6.0,Biólogos,8.0,2022-10-19,P
23.0,585,2022-11-02,Pesca,7.0,Biólogos,16.0,2022-11-02,P
20.0,586,2022-11-09,Pesca,8.0,Biólogos,12.0,2022-11-09,P
16.0,587,2022-11-16,Pesca,9.0,Biólogos,7.0,2022-11-16,G
19.0,,2022-11-23,Pesca,8.0,Biólogos,11.0,2022-11-23,P
13.0,,2022-11-30,Pesca,4.0,Biólogos,9.0,2022-11-30,P
25.0,588,2022-12-07,Pesca,15.0,Biólogos,10.0,2022-12-07,G
12.0,589,2022-12-14,Pesca,6.0,Biólogos,6.0,2022-12-14,E
17.0,590,2022-12-21,Pesca,8.0,Biólogos,9.0,2022-12-21,P
16.0,,2022-12-28,Pesca,10.0,Biólogos,6.0,2022-12-28,G
16.0,591,2023-01-04,Pesca,7.0,Biólogos,9.0,2023-01-04,P
11.0,592,2023-01-18,Pesca,4.0,Biólogos,7.0,2023-01-18,P
9.0,,2023-01-25,Pesca,4.0,Biólogos,5.0,2023-01-25,P
18.0,593,2023-02-01,Pesca,11.0,Biólogos,7.0,2023-02-01,G
23.0,594,2023-02-08,Pesca,9.0,Biólogos,14.0,2023-02-08,P
27.0,595,2023-02-15,Pesca,10.0,Biólogos,17.0,2023-02-15,P
33.0,No quiso escribir,2023-02-22,Pesca,8.0,Biólogos,25.0,2023-02-22,P
16.0,,2023-03-08,Pesca,10.0,Biólogos,6.0,2023-03-08,G
9.0,,2023-03-15,Pesca,5.0,Biólogos,4.0,2023-03-15,G
26.0,596,2023-03-22,Pesca,8.0,Biólogos,18.0,2023-03-22,P
19.0,597,2023-03-29,Pesca,11.0,Biólogos,8.0,2023-03-29,G
22.0,,2023-04-05,Pesca,10.0,Biólogos,12.0,2023-04-05,P
12.0,598,2023-04-12,Pesca,10.0,Biólogos,2.0,2023-04-12,G
23.0,599,2023-04-19,Pesca,13.0,Biólogos,10.0,2023-04-19,G
24.0,600,2023-04-26,Pesca,13.0,Biólogos,11.0,2023-04-26,G
23.0,601,2023-05-03,Pesca,10.0,Biólogos,13.0,2023-05-03,P
19.0,602,2023-05-10,Pesca,7.0,Biólogos,12.0,2023-05-10,P
15.0,603,2023-05-17,Pesca,10.0,Biólogos,5.0,2023-05-17,G
18.0,604,2023-05-24,Pesca,7.0,Biólogos,11.0,2023-05-24,P
26.0,605,2023-05-31,Pesca,16.0,Biólogos,10.0,2023-05-31,G
20.0,606,2023-06-07,Pesca,11.0,Biólogos,9.0,2023-06-07,G
22.0,607,2023-06-14,Pesca,10.0,Biólogos,12.0,2023-06-14,P
15.0,608,2023-06-21,Pesca,7.0,Biólogos,8.0,2023-06-21,P
16.0,,2023-06-28,Pesca,7.0,Biólogos,9.0,2023-06-28,P
11.0,,2023-07-05,Pesca,6.0,Biólogos,5.0,2023-07-05,G
15.0,609,2023-07-19,Pesca,5.0,Biólogos,10.0,2023-07-19,P
28.0,610,2023-07-26,Pesca,12.0,Biólogos,16.0,2023-07-26,P
17.0,611,2023-08-02,Pesca,9.0,Biólogos,8.0,2023-08-02,G
16.0,612,2023-08-09,Pesca,9.0,Biólogos,7.0,2023-08-09,G
17.0,613,2023-08-16,Pesca,8.0,Biólogos,9.0,2023-08-16,P
24.0,614,2023-08-23,Pesca,10.0,Biólogos,14.0,2023-08-23,P
25.0,615,2023-08-30,Pesca,11.0,Biólogos,14.0,2023-08-30,P
30.0,,2023-09-06,Pesca,16.0,Biólogos,14.0,2023-09-06,G
21.0,616,2023-09-13,Pesca,8.0,Biólogos,13.0,2023-09-13,P
16.0,617,2023-09-20,Pesca,10.0,Biólogos,6.0,2023-09-20,G
16.0,618,2023-09-27,Pesca,6.0,Biólogos,10.0,2023-09-27,P
10.0,619,2023-10-04,Pesca,4.0,Biólogos,6.0,2023-10-04,P
13.0,620,2023-10-11,Pesca,6.0,Biólogos,7.0,2023-10-11,P
24.0,621,2023-10-18,Pesca,13.0,Biólogos,11.0,2023-10-18,G
22.0,622,2023-10-25,Pesca,6.0,Biólogos,16.0,2023-10-25,P
11.0,623,2023-11-01,Pesca,8.0,Biólogos,3.0,2023-11-01,G
15.0,624,2023-11-08,Pesca,7.0,Biólogos,8.0,2023-11-08,P
16.0,625,2023-11-15,Pesca,7.0,Biólogos,9.0,2023-11-15,P
24.0,626,2023-11-22,Pesca,10.0,Biólogos,14.0,2023-11-22,P
13.0,627,2023-11-29,Pesca,6.0,Biólogos,7.0,2023-11-29,P
24.0,,2023-12-06,Pesca,10.0,Biólogos,14.0,2023-12-06,P
23.0,628,2023-12-13,Pesca,9.0,Biólogos,14.0,2023-12-13,P
